kr,en
이 위치는 원래 1~2시 지점을 견제하는 최적의 위치나 1~2시 지점 플레이어가 없으면 대신 10~11시 지점의 플레이이도 견제할 수 도 있는 두가지 목적이 있는 최적의 좌표 위치임,"This is an optimal coordinate position that serves a dual purpose: it is the optimal position to block the original 1-2 player, or if the 1-2 player is not present, it can also block the 10-11 player instead."
"중요!!: 아래 <aiPreset name=""JumpMovePattern""/>  실행때 최초에 JumpNumber + 1 할수 있기 때문에 이 부분 빠져나가는 조건을 2 이상으로 함","Important!!! When executing <aiPreset name=""JumpMovePattern""/> below, the JumpNumber + 1 can be initialized at the beginning, so the condition to exit this part is 2 or more."
"##12시중심##: 12시-4시-8시 : 2-1-1 진행 혹은 : 3-1-1 진행   즉 12시 전투판 2명 부여, 4시 전투판 1명 부여, 8시 전투판 1명 부여  인 경우 ##","##12 o'clock center##: 12 o'clock-4 o'clock-8 o'clock : 2-1-1 progression or : 3-1-1 progression, i.e. 2 battlefields at 12 o'clock, 1 battlefield at 4 o'clock, and 1 battlefield at 8 o'clock ##"
"#Stage =2#      Stage 이 변수에 +1을 하여 Stage =2 가 되도록 함, 졸구간에서 건너띄가가 될 수 있어서 ModifyExtra 방식으로 숫자 조절하도록 함","#Stage =2# Add +1 to the variable Stage to make it equal to Stage =2, which could be a skip in a pause, so we use ModifyExtra to adjust the number."
"#Stage =3#      Stage 이 변수에 +1을 하여 Stage =3 가 되도록 함, 졸구간에서 건너띄가가 될 수 있어서 ModifyExtra 방식으로 숫자 조절하도록 함","#Stage =3# Add +1 to the variable Stage to make it equal to Stage =3, which could be a skip in a pause, so we'll use ModifyExtra to adjust the number"
"2-2페이즈에서 보스 이동 형태가 중앙 -> 방 -> 중앙 -> 중앙 -> 방 이런 형태가 되어야 하는데, 그러기 위해서는 각 소완몹 등장 패턴의 확률과 쿨타임 조절이 정말 중요함","In phase 2-3, the boss movement should be center -> room -> center -> room -> center -> center -> room, so adjusting the probability and cooldown of each small mob appearance pattern is really important."
"2시 지점 담당 분신 투르카 2시 지점으로 순간이동 오도록 신호보내기, 이 분신 졸몹은 2페이즈 투르카 보스가 소환한 것이기 때문에 신호 보낼 때 Distance 방식으로 해야 함","Signal the alter ego Turka to teleport to the 2 o'clock point, this alter ego minion was summoned by the Phase 2 Turka boss, so you need to use the Distance method when sending the signal."
"4시 지점 담당 분신 투르카 2시 지점으로 순간이동 오도록 신호보내기, 이 분신 졸몹은 2페이즈 투르카 보스가 소환한 것이기 때문에 신호 보낼 때 Distance 방식으로 해야 함","Signal the alter ego Turka in charge at 4 o'clock to teleport to 2 o'clock, this alter ego minion was summoned by the Phase 2 Turka boss, so you must use the Distance method when sending the signal."
"8시 지점 담당 분신 투르카 2시 지점으로 순간이동 오도록 신호보내기, 이 분신 졸몹은 2페이즈 투르카 보스가 소환한 것이기 때문에 신호 보낼 때 Distance 방식으로 해야 함","Signal the alter ego Turka in charge at 8 o'clock to teleport to 2 o'clock, this alter ego minion was summoned by the Phase 2 Turka boss, so you must use the Distance method when sending the signal."
"CheckSummonMany -1  신호를 못받아서  CheckSummonMany = 0 이 안되어서 대박 버그가 생길 것을 대비한, 만약을 위한 별도 처리 로직 때 사용하는 변수","Variable used in separate processing logic, just in case we don't get the CheckSummonMany -1 signal and CheckSummonMany = 0 and we get a big bug."
"SideWay = 151 인 상황 즉 이미 #가운데 지점에서 갈림길을 통해 이쪽으로 왔을 경우, 무조건 왼쪽 지점으로 가야하기 때문에 꼭 Position = 511 설정을 해야 함","Situation with SideWay = 151, i.e. if you already came this way via a fork in the road from the #middle point, you must set Position = 511 because you must go to the left point"
"SideWay = 411 인 상황 즉 이미 #왼쪽 지점에서 갈림길을 통해 이쪽으로 왔을 경우, 무조건 가운데 지점으로 가야하기 때문에 꼭 Position = 161 설정을 해야 함","SideWay = 411, i.e., if you've already come this way via a fork from the #left point, you must set Position = 161 because you must go to the center point"
"대기할지, 전투를 할지, 벽을 파괴할지, 이동을 할지를 결정하는 변수:  0: 대기   1: 전투   2: 어디로 이동할지 결정   3: 벽 파괴   4:  이동 중   5: 손짓","A variable that determines whether to wait, fight, destroy a wall, or move:  0: Wait 1: Fight 2: Decide where to move 3: Destroy a wall 4: Move 5: Gesture"
"바닥 레이저 공격 하고나서,   DashPatternCheck 변수 체크하여 이 변수가 기준 이상 수가 되면 이 공격팬턴 최종 마무리 처리 하기,  #$% 이 설정 위쪽에 또 있음","After the floor laser attack, check the DashPatternCheck variable to finalize this attack pantone if this variable is above the threshold, #$% is also found above this setting."
"변수 0 초기화, 이 변수는 자쿰손 소환할 때 이 변수 1로 만드는 신호를 999991_ZakumArmSudden.xml 트리거에 보내서, 자쿰 손 마리수 체크 작업 시작하도록 함","Initialize variable 0, this variable sends a signal to the 999991_ZakumArmSudden.xml trigger to make this variable 1 when summoning a Zakum hand, so it can start working on checking the number of Zakum hands."
"보호막 파괴 유도 동작 설정 부분에서 이 IF 조건이 없으면, 모든 플레이어가 2층 지형으로 올라갔는데도 보스는 헛 공격 행동을 하는 어색한 상황이 나오기 때문에 IF 조건을 넣음","The IF condition is included because without it in the shield breaking trigger behavior setup, the boss would have an awkward situation where all players are on the second floor of the terrain and the boss would still be attacking in vain."
"이 단계에 온다는 것은 몬스터가 첫번째 흡수 후 점프 이동 후에 해당 전투판에 아무도 없어서 계속 가만히 서있는 경우인데, 이때  매달린 플레이어 죽이면서 기력흡수 2단계 상승시킴","This stage is reached when the monster jumps after the first drain and continues to stand still because there is no one else on the battlefield, killing the hanging player and increasing the drain by 2 levels."
"이 변수에 0 이상의 아무 숫자를 넣어서, 보스 전투 시작을 알리는 부분으로 넘어 가도록 함, MobClearThreeStage=99 라는 얘기는 이제 이 변수 사용 안한다는 뜻임","Put any number above 0 in this variable, so that we can move on to the part where we announce the start of the boss fight, and MobClearThreeStage=99 means that this variable is no longer used."
"이 변수에 1을 단상 위로 올라가면서, 분신 몬스터 제거하기, 절대 죽이면서 제거하는 것이 아니고 스스로 사라지게 하여 제거하기, 전투판 주변에 배치된 타락한 기사는 제거하면 안됨","1 in this variable to remove an alter ego monster, never remove it by killing it, but by making it disappear on its own, and never remove a Fallen Knight placed around the battleboard."
"참고로 인페르녹 자신의 Stage 변수의 99 설정은 <if extraKey=""BossBattleOk"" greaterEqual=""1"">에서 이루어 지기 때문에 여기서 할 필요 없음","Note that the setting of 99 for Infernok's own Stage variable is done in <if extraKey=""BossBattleOk"" greaterEqual=""1"", so we don't need to do it here"
"트리스탄이 지란트한테 방해 받는 지점, 이곳에 있는 플레이어를 타겟팅하여 한큐브 높은 곳에 위치해 있다면 바로 방해 동작을 하게 하려고 낮은 확률로 특정 위치 지정 타겟팅을 부여함","Where Tristan is being interrupted by Girant, we're targeting the player here and giving them a low probability specific location targeting so that if they're one cube higher, they'll immediately interrupt."
"플레이어 흡수 성공하면  PlayerAbsorbExhaustedAttack 변수 0으로 초기화 하나, 흡수 실패하면 PlayerAbsorbExhaustedAttack 변수 초기화함","Initialize the PlayerAbsorbExhaustedAttack variable to 0 if the player was successfully absorbed; otherwise, reset the PlayerAbsorbExhaustedAttack variable to 0 if the absorption failed."
"현재 핑크빈이 2층 지붕 11시 혹은 1시에 있으면, 평이한 형태의 공격 패턴 사용  이 변수에 대한 신호를 받았으면 무조건 1 이상이기 때문, 1층 독필드 무조건 설치하고 시작함","If the current pink bean is on the second floor roof at 11 o'clock or 1 o'clock, use the normal form of the attack pattern, and if signaled for this variable, unconditionally install and start the first floor poison field because it is greater than or equal to 1."
#2페이즈	- 1시 2층 지형의 소환 대포 최초 등장          80~74     6%   (HP 88~82%를 그냥 훅 넘길경우를 대비한 점프이동관련 로직이 들어가 있음),"Phase #2 - Summon Cannon first appears on terrain on floor 1, level 2 80-74 6% (contains logic for jump movement in case you just let 88-82 HP pass)"
"5번 자쿰팔 죽으면 오른쪽 지점 트리거메쉬 제거하기, 999991_ZakumArmSudden.xml 트리거 파일에 신호 보냄,  MS2TriggerModel ID : 999991","Remove right point triggermesh when Zakum Pal dies 5 times, signal to 999991_ZakumArmSudden.xml trigger file, MS2TriggerModel ID: 999991"
"MobSpawn01.xml 트리거에게 신호 보내서 졸몹 스폰 정지 시킴     param1=""101000"" 은   MS2TriggerModel의 TriggerModelID 번호임","MobSpawn01.xml Signals the trigger to stop mob spawning param1=""101000"" is the TriggerModelID number of the MS2TriggerModel"
"MobSpawn03.xml 트리거에게 신호 보내서 졸몹 스폰 정지 시킴     param1=""103000"" 은   MS2TriggerModel의 TriggerModelID 번호임","MobSpawn03.xml Signals the trigger to stop mob spawning param1=""103000"" is the TriggerModelID number of the MS2TriggerModel"
"MobSpawn05.xml 트리거에게 신호 보내서 졸몹 스폰 정지 시킴     param1=""105000"" 은   MS2TriggerModel의 TriggerModelID 번호임","MobSpawn05.xml Signals the trigger to stop mob spawning param1=""105000"" is the TriggerModelID number of the MS2TriggerModel"
"MobSpawn06.xml 트리거에게 신호 보내서 졸몹 스폰 정지 시킴     param1=""106000"" 은   MS2TriggerModel의 TriggerModelID 번호임","MobSpawn06.xml Signals the trigger to stop spawning zombies param1=""106000"" is the TriggerModelID number of the MS2TriggerModel"
